uh , oh .	Homer Simpson
can we go to duff gardens this weekend ?	Bart Simpson
sure ... unless another aunt dies .	Homer Simpson
selma ! your date 's over already ?	Marge Simpson
aunt selma , this may be presumptuous , but have you ever considered artificial insemination ?	Lisa Simpson
boy , i do n't know . you got ta be pretty desperate to make it with a robot .	Homer Simpson
i knew that .	Homer Simpson
a hundred and one frozen pops . a nobel prize winner ... an nba all-star ... ooh , one of the `` sweathogs ! ''	Marge Simpson
oh . are you sure you wan na have a baby this way ?	Marge Simpson
are you sure you 've thought this through ? a child can really change your life .	Marge Simpson
oh great . dad 's dead .	Bart Simpson
have you been eating that sandwich again ?	Marge Simpson
sand ... wich ...	Homer Simpson
i 'll give it a good home .	Homer Simpson
you 've been eating that thing for a week . i think the mayonnaise is starting to turn .	Marge Simpson
two more feet and i can fit it in the fridge .	Homer Simpson
homer , i found this behind the radiator . i really think you should throw it away .	Marge Simpson
suggestion noted .	Homer Simpson
marge , i 'd like to be alone with the sandwich for a moment .	Homer Simpson
are you going to eat it ?	Marge Simpson
yes .	Homer Simpson
you look terrible .	Marge Simpson
i do n't care . i 'm going to duff gardens .	Homer Simpson
s-s-o cold .	Homer Simpson
your lips are turning blue . i think you 'd better stay home .	Marge Simpson
no ! duff ... gardens ... hurrah !	Homer Simpson
... we really appreciate your taking the children on such short notice .	Marge Simpson
to get to duff gardens , i 'd ride with satan himself .	Bart Simpson
goodbye dad ! do n't eat any solids .	Lisa Simpson
but i love solids .	Homer Simpson
it wo n't be any fun without you , dad .	Bart Simpson
yayyy !	Lisa Simpson
this is all your fault ! oh , how can i stay mad at you ?	Homer Simpson
there it is !	Lisa Simpson
the duff beeramid .	Bart Simpson
the beeramid contains so much aluminum it would take five men to lift it . twenty-two immigrant laborers died during its construction ...	Lisa Simpson
look ! it 's the seven duffs !	Lisa Simpson
there 's `` tipsy '' ! and there 's `` queasy '' !	Bart Simpson
there 's `` surly '' ... and `` remorseful '' .	Lisa Simpson
this is a disgrace .	Lisa Simpson
let 's see if they wore underwear back then .	Bart Simpson
yeah !	Bart Simpson
do you feel any better ?	Marge Simpson
no . what are the odds of getting sick on a saturday ? a thousand to one .	Homer Simpson
well , to cheer you up i rented a couple of videos . `` boxing 's greatest weigh-ins '' and `` yentl '' .	Marge Simpson
yentl ? whuzzat ?	Homer Simpson
it deals with a bookish young woman 's efforts to enter rabbinical school .	Marge Simpson
sounds great !	Homer Simpson
oh my god , you 're delirious .	Marge Simpson
beer goggles - see the world through the eyes of a drunk .	Bart Simpson
wow !	Bart Simpson
what 'd you say , aunt selma ?	Bart Simpson
hey man , if the line 's this long , it 's got ta be good .	Bart Simpson
that yentl puts the `` she '' in yeshiva .	Homer Simpson
hmmm , well , you 've cooled down .	Marge Simpson
that 's what you think .	Homer Simpson
you know , i rented another tape ... in case you felt better .	Marge Simpson
the erotic adventures of hercules .	Homer Simpson
with norman fell as zeus !	Marge Simpson
woo hoo !	Homer Simpson
i want to get off .	Bart Simpson
hey lis . i dare you to drink the water .	Bart Simpson
i 'm not sure that is water .	Lisa Simpson
chicken ?	Bart Simpson
bart , quit it , bart . quit it , quit it , quit it !	Lisa Simpson
they 're all around me . no way out . no way out i tell you !	Lisa Simpson
aaaahhhh ! ! !	Lisa Simpson
ahhh , i can see the music .	Lisa Simpson
mitch , you 're doing a bang-up job .	Bart Simpson
whoa . that is n't good .	Bart Simpson
stop the ride ! ! !	Bart Simpson
i am the lizard queen !	Lisa Simpson
come to homercles .	Homer Simpson
i ca n't . the beans 'll burn .	Marge Simpson
homercles cares not for beans .	Homer Simpson
hi , kids . how was duff gardens ?	Homer Simpson
ca n't talk . comin ' down .	Lisa Simpson
you take an ordinary bed sheet , fold it around like this ...	Homer Simpson
eye of the tiger , bart . eye of the --	Bart Simpson
i stopped it !	Bart Simpson
no thanks , i told my dad i 'd wait for him .	Bart Simpson
homer , we 're going to my sisters ' ! remember , pick up bart !	Marge Simpson
i 'm on my way !	Homer Simpson
what 'd ya say , marge ?	Homer Simpson
that could be dad ... station wagon ... luggage rack ...	Bart Simpson
dad , where are you ?	Bart Simpson
homer simpson ! homer simpson ! pick up bart ! pick up bart !	Bart Simpson
hmm , i keep thinking i 'm forgetting something .	Homer Simpson
i ca n't think with all this noise !	Homer Simpson
what am i supposed to do ?	Homer Simpson
pigabar ? what the hell is pigabar ?	Homer Simpson
bart ? ... bart !	Homer Simpson
whyyyyy ? ! ... howwwww ? ! ... whennnn ? ! ... whichhh ? ...	Homer Simpson
bart !	Homer Simpson
dad , hide your shame !	Lisa Simpson
shut up , flanders .	Homer Simpson
hey , boy . how was soccer practice ?	Homer Simpson
hey , bart , son . here 's my way of saying , `` i 'm sorry . ''	Homer Simpson
i know you 're mad at me right now , and i 'm kinda mad too ... i mean , we could sit here and try to figure out `` who forgot to pick up who '' till the cows come home . but let 's just say we 're both wrong and that 'll be that .	Homer Simpson
i miss joe piscopo .	Bart Simpson
hello , bigger brothers ? my name is bart simpson and i do n't have a father .	Bart Simpson
yeah ... he left me out on the curb for the ashman . what a revoltin ' development .	Bart Simpson
yo !	Bart Simpson
i 'm tom . let 's ride .	Bart Simpson
bart 's dad has really pulled himself together .	Bart Simpson
bart 's not mad at me .	Homer Simpson
he called you a bad father .	Marge Simpson
marge , when kids these days say bad , they mean good . and to shake your booty means to wiggle one 's butt . permit me to demonstrate .	Homer Simpson
no , i just think you should talk to bart about -- good lord !	Marge Simpson
homer , do you have an explanation for this bill ?	Marge Simpson
it 's that record club . the first nine were only a penny . then they jacked up the price ! it 's not fair , it 's not fair i tells ya .	Homer Simpson
no , no . someone made three hundred dollars worth of phone calls to something called `` the corey hotline . ''	Marge Simpson
was n't me .	Homer Simpson
lisa .	Marge Simpson
why did n't you ask our permission , lisa ?	Marge Simpson
i did .	Lisa Simpson
dad , can i ...	Lisa Simpson
yeah , yeah , yeah .	Homer Simpson
aw honey , i know what you 're going through . when i was a girl i had a crush on bobby sherman .	Marge Simpson
the point is , i want you to stop making these calls .	Marge Simpson
all right , mom . i promise you will never be billed for another call . bobby sherman ...	Lisa Simpson
nah , his game was blackjack . he bet our life savings on a single hand .	Bart Simpson
hit me .	Homer Simpson
hit me .	Homer Simpson
hit me .	Homer Simpson
someday i want to be an f-14 pilot like my hero , tom . he lent me this new weapon called a neural disrupter .	Bart Simpson
nah ... but i would n't give him any homework for a while .	Bart Simpson
oh , do n't thank me . thank an unprece-dented eight-year military build-up .	Bart Simpson
hey , boy ! where you going ?	Homer Simpson
father-son picnic .	Bart Simpson
have a good time ! wait a minute .	Homer Simpson
yes , principal skinner .	Lisa Simpson
yeah . great .	Bart Simpson
well ... i 've been thinking . you 've been really great to me ... but there 's probably some other kid who needs you even more .	Bart Simpson
so that 's it !	Homer Simpson
hello , son . where have you been ?	Homer Simpson
playing with milhouse .	Bart Simpson
no , you have n't ! you 've been out gallivanting around with that floozy of a bigger brother of yours ! have n't you , have n't you . look at me .	Homer Simpson
dad , it just kinda happened . you 're taking this too hard .	Bart Simpson
how would you like me to take it ? `` go ahead , bart , have your fun , i 'll be waiting for you ? '' i 'm sorry , i ca n't do it .	Homer Simpson
well , what are you going to do ?	Bart Simpson
ho , ho , you 'll see .	Bart Simpson
uh ... revenge .	Homer Simpson
what the ?	Homer Simpson
ugly ... wiener ... crater face ... soo-ee ! soo-ee ! ...	Homer Simpson
ehhh , maybe this was a mistake .	Homer Simpson
i 'll take him ! do you have him in blonde ?	Homer Simpson
lisa , the only way you 'll lick this is one day at a time . if you can make it till midnight without calling the corey line , you 'll know you 've beaten it forever .	Marge Simpson
midnight ?	Lisa Simpson
i think we should go .	Marge Simpson
uh - huh .	Lisa Simpson
just like oscar the grouch .	Lisa Simpson
pepi !	Homer Simpson
son , your life is gon na get better -- starting now .	Homer Simpson
oh , he is .	Homer Simpson
son , i just want you to know i love you very much .	Homer Simpson
shaddap !	Bart Simpson
mmm ... grapefruit .	Homer Simpson
i just press this button and the door opens like magic .	Homer Simpson
because it 's a stupid piece of junk !	Homer Simpson
well , i 'd better get you home .	Homer Simpson
what 's the matter ?	Homer Simpson
uh-oh . better not let him see me .	Bart Simpson
well , there 's ... jerry , the cowboy . and that big dipper-looking thing is alan ... the cowboy .	Homer Simpson
`` learned , '' son , it 's pronounced `` learned . ''	Homer Simpson
i love you too , pepsi .	Homer Simpson
pepi .	Homer Simpson
must you be forever dialing that phone ? ! ! !	Lisa Simpson
excuse me .	Lisa Simpson
oh , c'mon ! hurry !	Lisa Simpson
lisa ?	Marge Simpson
aw , lisa . you tried your best .	Marge Simpson
i made it !	Lisa Simpson
hey , homer , have you seen my skateboard ?	Bart Simpson
i gave it to pepi .	Homer Simpson
who the hell is pepi ?	Bart Simpson
he 's my little brother . that 's right -- you 're not the only one who can abuse a non-profit organization .	Homer Simpson
who needs you ? tom 's a better father than you ever were .	Bart Simpson
come on , bart . we had our fun . remember when i used to push you on the swing ?	Homer Simpson
i was faking it .	Bart Simpson
liar !	Homer Simpson
oh yeah ? remember this ? `` higher , dad , higher ! ... whee , whee ... push harder , dad ! ... ''	Bart Simpson
stop it . stop it . stop it !	Homer Simpson
no .	Homer Simpson
come ' n ' get it . woo ! heh , heh , heh . come ` n get it . woo ! heh , heh , heh . stupid dolphin .	Homer Simpson
hey !	Homer Simpson
he 's got my hotdog !	Homer Simpson
oh ... it 's you . so , you 're looking well .	Homer Simpson
for your information , i 'm his father !	Homer Simpson
that 's right . and who might you be ?	Homer Simpson
look ! there 's another disadvantaged boy .	Homer Simpson
oh . right .	Homer Simpson
this is even more painful than it looks .	Homer Simpson
this is all my fault , dad . i did n't want you to get hurt .	Bart Simpson
wait ! i 've got an idea !	Bart Simpson
another beer , dad ?	Bart Simpson
thanks , son .	Homer Simpson
dad , remember when tom had you in that headlock and you screamed , `` i 'm a hemophiliac '' and when he let you go you kicked him in the back ?	Bart Simpson
yeah ?	Homer Simpson
will you teach me how to do that ?	Bart Simpson
sure , boy .	Homer Simpson
first , you got ta shriek lika a woman , and keep sobbing till he turns away in disgust . that 's when it 's time to kick some back .	Homer Simpson
and then when he 's lying on the ground ...	Homer Simpson
yeah .	Bart Simpson
kick him in the ribs ...	Homer Simpson
yeah .	Bart Simpson
step on his neck , and run like hell .	Homer Simpson
and this is for my huggy bug in honor of this special day .	Marge Simpson
happy ... valentine 's day !	Homer Simpson
ah , thank you , dear .	Marge Simpson
woo hoo !	Homer Simpson
oh , no . it 's a package from ralph .	Lisa Simpson
i 'll bet you have a lot of things planned , eh dad ?	Bart Simpson
uh , kind of . nobody makes a big deal out of valentine 's day .	Homer Simpson
hey , dad . why do n't you give mom her present ?	Bart Simpson
what a nice idea , son . it 's uh , upstairs on the second floor of our house . i 'll just go get it .	Homer Simpson
apu , you got ta help me ! i need a valentine 's gift for my wife .	Homer Simpson
perhaps this might be appropriate .	Homer Simpson
yes ! you saved my life . how much ?	Homer Simpson
what ? that 's highway robbery ! i wo n't pay it !	Homer Simpson
forget it , pal !	Homer Simpson
all right . but i 'll never shop here again .	Homer Simpson
sold !	Homer Simpson
is n't that just pointless busywork ?	Lisa Simpson
cool , i broke his brain .	Bart Simpson
poor ralph .	Lisa Simpson
here you go , ralph .	Lisa Simpson
happy valentine 's .	Lisa Simpson
all right , special holiday meal .	Bart Simpson
my baboon heart ! body ... rejecting it ...	Bart Simpson
sure , i guess .	Lisa Simpson
glad you liked it .	Lisa Simpson
yeah . nice gag .	Lisa Simpson
well , here 's my house .	Lisa Simpson
oh , i 'd give anything to go to that show !	Bart Simpson
i 'd sell my first-born son .	Homer Simpson
hey !	Bart Simpson
you 'll do as your told .	Homer Simpson
ralph thinks i like him . but i only gave him a valentine 'cause i felt sorry for him .	Lisa Simpson
ah , sweet pity . where would my love life have been without it ?	Homer Simpson
what do you say to a boy to let him know you 're not interested ?	Lisa Simpson
well , honey , i --	Marge Simpson
let me handle this , marge . i 've heard 'em all . `` i like you as a friend , '' `` i think we should see other people , '' i no speak english '' ...	Homer Simpson
i get the idea .	Lisa Simpson
`` i 'm married to the sea , '' `` i do n't want to kill you , but i will --	Homer Simpson
honey , honey , i 'd tell this boy that you 're very flattered , but you 're just not ready for this kind of thing .	Marge Simpson
thanks , mom .	Lisa Simpson
and if that does n't work , six simple words : `` i 'm not gay , but i 'll learn . ''	Homer Simpson
ralph , i think you 're nice but , i 'm just not ready for this kind of thing . do you understand ?	Lisa Simpson
good .	Lisa Simpson
that 's funny for so many reasons . we have to go to that show .	Bart Simpson
forget it . to get those tickets our parents would have to be part of springfield 's cultural elite .	Lisa Simpson
can you believe flanders threw out a perfectly good toothbrush ?	Homer Simpson
eww .	Homer Simpson
oh no , it 's ralph ! just make some excuse .	Lisa Simpson
she 's in the can . go away .	Homer Simpson
really ?	Homer Simpson
yeah , they 'll do that .	Homer Simpson
now ralph is in this play with me . i just know he 's going to embarrass me in front of the whole school .	Lisa Simpson
oh , a malibu stacy convertible ! `` look in the tunk . '' he must mean trunk .	Lisa Simpson
tickets to the krusty anniversary show ! oh , he must want me to go with him .	Lisa Simpson
oh , it is n't fair . i 'm ten times the krusty fan you are . i even have the krusty home pregnancy test .	Bart Simpson
i 'm not sure i should go . i do n't even like him .	Lisa Simpson
you 're right , lis . you should n't go . it would n't be honest . i 'll go , disguised as you .	Bart Simpson
what if he wants to hold hands ?	Lisa Simpson
i 'm prepared to make that sacrifice .	Bart Simpson
what if he wants a kiss ?	Lisa Simpson
i 'm prepared to make that sacrifice .	Bart Simpson
what if he ...	Lisa Simpson
you do n't want to know how far i 'll go .	Bart Simpson
dad , is it right to take things from people you do n't like ?	Lisa Simpson
sure it is , honey . you do mean stealing , do n't you ?	Homer Simpson
well , actually , it 's not as bad as stealing , but my conscience is bothering me .	Lisa Simpson
your conscience ? lisa , do n't let that pushy little weenie tell you what to do .	Homer Simpson
oh , shaddup .	Homer Simpson
hmm , i think you should give that a rest , ralph . chief wiggum , how did you ever get these tickets ?	Lisa Simpson
that story is n't suitable for children .	Lisa Simpson
eiw .	Lisa Simpson
no , thanks .	Lisa Simpson
aw .	Lisa Simpson
oh no . please do n't show me with ralph .	Lisa Simpson
noooo ! !	Lisa Simpson
now you listen to me -- i do n't like you . i never liked you , and the only reason i gave you that stupid valentine is ` cause nobody else would !	Lisa Simpson
watch this , lis . you can actually pinpoint the second when his heart rips in half .	Bart Simpson
a-a-a-a-and , now .	Bart Simpson
something wrong , officer ?	Homer Simpson
where ?	Homer Simpson
you know , one day honest citizens are going to stand up to you crooked cops .	Homer Simpson
hey , girls . check out this president .	Bart Simpson
i am not a butt .	Bart Simpson
i 'll be good .	Bart Simpson
ralph , i 'm sorry i ...	Lisa Simpson
uh ... ralph ?	Lisa Simpson
hasta la vista , abie .	Bart Simpson
c'mon , boy ! finish him off !	Homer Simpson
you 're next , chester a. arthur !	Bart Simpson
unhand me , yankee .	Bart Simpson
woo hoo !	Homer Simpson
dear , dear george washington . can this liberty you dream of be worth all this bloodshed ?	Lisa Simpson
well , can it ?	Lisa Simpson
but could n't we just give in to the british ?	Lisa Simpson
oh , george ...	Lisa Simpson
please do n't leave me , george .	Lisa Simpson
hi , ralph . you were great tonight .	Lisa Simpson
i 've got something for you .	Lisa Simpson
i thought you 'd like it .	Lisa Simpson
allow me to demonstrate .	Bart Simpson
first prize ... first prize ...	Lisa Simpson
first prize ... first prize ...	Lisa Simpson
why are you saying that ?	Bart Simpson
just screwing with your mind .	Lisa Simpson
homer , i want you to encourage lisa with her science fair project .	Marge Simpson
yeah , syrup is better than jelly .	Homer Simpson
i 've grown a futuristic tomato by fertilizing it with anabolic steroids .	Lisa Simpson
the kind that help our olympic athletes reach new peaks of excellence ?	Bart Simpson
the very same . i think this tomato could wipe out world hunger .	Lisa Simpson
where 's your science fair project , boy ?	Homer Simpson
i thought i 'd investigate the effects of cigarette smoking on dogs .	Bart Simpson
bart , do n't give the dog cigarettes !	Marge Simpson
whelp , time to go to work .	Homer Simpson
roll in at nine , punch out at five . that 's the plan .	Homer Simpson
then to the duff brewery .	Homer Simpson
i got ta think of a lie , fast .	Homer Simpson
homer , are you going to the duff brewery ?	Marge Simpson
if the plant ye wish to flee , go to sector 7-b .	Homer Simpson
to overcome the spider 's curse , simply quote a bible verse . uh , thou shall not ...	Homer Simpson
oh bart , i forgot my math book . would you hold this for me , please ?	Lisa Simpson
soitenly . nyuck , nyuck , nyuck .	Bart Simpson
bart ! ! ! ! !	Lisa Simpson
the man never drank a duff in his life .	Homer Simpson
like what ?	Homer Simpson
why not ?	Homer Simpson
no .	Homer Simpson
mom , bart wrecked my project and the science fair 's in three days !	Lisa Simpson
well , i got an idea ! why do n't you run a hamster through a maze ?	Marge Simpson
help me ! help me !	Bart Simpson
what 's so funny ?	Marge Simpson
oh ... i was just thinking of a joke i saw on `` herman 's head . ''	Lisa Simpson
mmmm ... gummi beer .	Homer Simpson
hey , barney . i think you 've had enough .	Homer Simpson
barney , give me your keys . you 're too drunk to drive .	Homer Simpson
okay , you leave me no option .	Homer Simpson
i 'm trying to knock you out .	Homer Simpson
gulp .	Homer Simpson
w , x , y , and z / now i know my abc 's / wo n't you come and play with me ?	Homer Simpson
hello .	Marge Simpson
oh my god . he 's dead ?	Marge Simpson
your honor , i 'd like that last remark stricken from the record .	Homer Simpson
i want the most intelligent hamster you 've got .	Lisa Simpson
how can a hamster write mysteries ?	Lisa Simpson
oh , come on .	Lisa Simpson
have a good day at work , honey .	Marge Simpson
stupid bicycle . ca n't believe this . no good , rotten ...	Homer Simpson
i guess it 's not all bad .	Homer Simpson
i propose to determine the answer to the question : `` is my brother dumber than a hamster ? ''	Lisa Simpson
hey lis , look what i can do .	Bart Simpson
doggone it .	Bart Simpson
remarkable .	Lisa Simpson
stupid books . hey , a cupcake .	Bart Simpson
uh-huh .	Bart Simpson
aaahhh !	Bart Simpson
hamster one ... bart ... zero .	Lisa Simpson
experiment two : the food is connected to a mild electrical current .	Lisa Simpson
the hamster has learned a valuable lesson . beware the hand of man .	Lisa Simpson
oooh - wise guy , eh ?	Bart Simpson
ow ... ow ... ow !	Bart Simpson
hampster two ... bart zero ...	Lisa Simpson
it 's funny ` cause i do n't know him . heh , heh , heh .	Homer Simpson
i 'm here for the alch-anon meeting .	Homer Simpson
my name is homer and i 'm just here because the court made me come .	Homer Simpson
so they say i might have a problem .	Homer Simpson
homie , do you ever drink alone ?	Marge Simpson
does the lord count as a person ?	Homer Simpson
no .	Marge Simpson
then , yes .	Homer Simpson
do you need a beer to fall asleep ?	Marge Simpson
thank you , that 'd be nice .	Homer Simpson
do you ever hide beer around the house ?	Marge Simpson
do i ever !	Homer Simpson
ah .	Homer Simpson
do you ever drink to escape from reality ?	Marge Simpson
homie , i 'd like you to do something for me .	Marge Simpson
you name it .	Homer Simpson
i want you to give up beer for a month .	Marge Simpson
you got it . no deer for a month .	Homer Simpson
did you say beer or deer ?	Marge Simpson
deer .	Homer Simpson
please , homie , i know you can do this .	Marge Simpson
all right . starting tomorrow , no beer for a month .	Homer Simpson
what was that noise ?	Marge Simpson
i was saying `` pssst . i love you . ''	Homer Simpson
bart , could you go get the cupcakes ?	Marge Simpson
cupcakes , cupcakes . yes , sweet cakes for all .	Bart Simpson
well , beer ... we 've had some great times .	Homer Simpson
when i was 17 / i drank some very good beer / i drank some very good beer i purchased with a fake i.d . / my name was brian mcgee / i stayed up listening to queen	Homer Simpson
when i was 17 .	Homer Simpson
huh ?	Bart Simpson
she 'll pay for this . i 'm gon na crush her like this pellet .	Bart Simpson
ow ! ow ! ow !	Bart Simpson
looking for something ?	Bart Simpson
what have you done with my report ?	Lisa Simpson
i 've hidden it . to find it , you 'll need to decipher a series of clues , each more fiendish than the ...	Bart Simpson
got it .	Lisa Simpson
hm . alcohol fueled car .	Homer Simpson
one for you ... one for me ... one for you ... one for me ...	Homer Simpson
i do n't know if i like you experimenting on your brother .	Marge Simpson
please , mother . it 's purely in the interest of science .	Lisa Simpson
step right up folks ! we 'll answer the question that has been plaguing scientists for ages . can hamsters fly planes ?	Bart Simpson
but this project has no scientific merit .	Lisa Simpson
one down . twenty-nine to go .	Homer Simpson
t.v . have you turned on me , too ?	Homer Simpson
i never realized how boring this game is .	Homer Simpson
i think i 've lost weight .	Homer Simpson
you 've never looked better .	Marge Simpson
i would kill everyone in this room for a drop of sweet beer .	Homer Simpson
the other day i was so desperate for a beer i snuck into the football stadium and ate the dirt under the bleachers .	Homer Simpson
do n't think about beer ... do n't think about beer ... do n't think about beer ...	Homer Simpson
nooooo !	Homer Simpson
thirty days !	Homer Simpson
i 'm proud of you , homie .	Marge Simpson
marge , i 'm going to moe 's . send the kids to the neighbors , i 'm comin ' back loaded .	Homer Simpson
you do n't have to start drinking right away . i was thinking we could go for a bike ride .	Marge Simpson
but marge , the barflies are expecting me ... moe , and barney and that guy who calls me bill ...	Homer Simpson
but you look better ... you do n't sweat while you eat anymore ... and look .	Marge Simpson
you 've saved more than a hundred dollars . i found it in your pants .	Marge Simpson
yoink .	Homer Simpson
moe , gim me a beer .	Homer Simpson
put it in the fridge , moe . i got a date with my wife .	Homer Simpson
raindrops keep falling on my head ...	Homer Simpson
but that does n't mean my eyes will soon be turning red ...	Marge Simpson
la la la la la la ... la ...	Marge Simpson
that is one evil dude .	Bart Simpson
it 's just a movie , son . there 's nobody that evil in real life .	Homer Simpson
doctor wolfe likes to pull kids ' teeth so he can sell them .	Bart Simpson
you know that rattle when you shake up spray paint ? that 's a kid 's tooth .	Bart Simpson
uh ... not to my knowledge .	Marge Simpson
oh no . i 'll be socially unpopular . more so .	Lisa Simpson
are you sure , doctor ?	Marge Simpson
cool . she 'll be a freak .	Bart Simpson
bart !	Marge Simpson
we can stick her in a trailer , drive her around the south , and charge two bits a gander .	Bart Simpson
i hope they kill that iron yuppie . thinks he 's so big .	Homer Simpson
homer , lisa needs braces .	Marge Simpson
do n't worry . we won a dental plan in the strike of eighty-eight . that 's where i got this scar .	Homer Simpson
where 's my burrito ? where 's my burrito ? where 's my burrito ?	Homer Simpson
then i got this scar sneaking under the door of a pay toilet .	Homer Simpson
lisa needs braces .	Marge Simpson
lisa needs braces .	Marge Simpson
lisa needs braces .	Marge Simpson
lisa needs braces .	Marge Simpson
lisa needs braces .	Marge Simpson
lisa needs braces .	Marge Simpson
thanks a lot carl . now i 've lost my train of thought .	Homer Simpson
lisa needs braces .	Marge Simpson
lisa needs braces .	Marge Simpson
if we give up our dental plan , i 'll have to pay for lisa 's braces .	Homer Simpson
people stop ! we ca n't give up our dental plan ! lenny , without the dental plan , you would n't have that diamond in your tooth .	Homer Simpson
and gummy joe , where would you be without the dental plan ?	Homer Simpson
you know what i think of this contract ?	Homer Simpson
hey , what does this job pay ?	Homer Simpson
woo hoo !	Homer Simpson
president of the union ! i 'm so proud of you , homie .	Marge Simpson
this is your chance to get a fair shake for the working man .	Lisa Simpson
and make life-long connections to the world of organized crime . hmmm ... organized crime .	Homer Simpson
mmm . gratzi .	Homer Simpson
eh-eh-eh .	Homer Simpson
molto bene .	Homer Simpson
that's-a-nice-a-donut .	Homer Simpson
do you think you can get the dental plan back ?	Lisa Simpson
well , that depends on who 's a better negotiator , mr. burns or me .	Homer Simpson
dad , i 'll trade you this delicious door stop for your crummy ol ' danish .	Bart Simpson
done and done ! heh , heh , heh .	Homer Simpson
mmmm .	Lisa Simpson
doctor , we do n't have a dental plan right now . so we 'll need something a little more ... affordable .	Marge Simpson
hey , lenny , can you get this sugar daddy off my back ?	Homer Simpson
sorry , mr. burns , but i do n't go in for these backdoor shenanigans . sure , i 'm flattered ... maybe even a little curious , but the answer is no .	Homer Simpson
uh huh .	Lisa Simpson
the mirror . the mirror !	Lisa Simpson
honey , you look fine .	Marge Simpson
who is it ?	Homer Simpson
who ?	Homer Simpson
hired goons ?	Homer Simpson
you know , you could have just called me .	Homer Simpson
hired goons ?	Homer Simpson
gee , it 's not as nice as the other rooms .	Homer Simpson
which way to the bathroom ?	Homer Simpson
nope . nope . nope .	Homer Simpson
uh ... yeah .	Homer Simpson
i 'm gon na resign . i do n't know why they made me union president in the first place .	Homer Simpson
because they love you down at the plant .	Marge Simpson
yeah , you 're right . guys are always patting my bald head for luck ... pinching my belly to hear my girlish laugh ...	Homer Simpson
that does n't sound like they like you at all .	Marge Simpson
ya know , i think you 're right . first thing tomorrow morning , i 'm gon na punch lenny in the back of the head .	Homer Simpson
fellow workers , i 've been meeting with mr. burns day and night and i 've had enough .	Homer Simpson
who keeps saying that ?	Homer Simpson
come gather 'round children / it 's high-time ye learns / 'bout a hero named homer / and a devil named burns / we 'll march till we drop / the girls and the fellas / will fight till the death or else fold like umbrellas	Lisa Simpson
so we 'll march day and night / by the big cooling tower / they have the plant / but we have the power .	Lisa Simpson
woo hoo !	Homer Simpson
so we 'll march day and night /	Lisa Simpson
by the big cooling tower ...	Homer Simpson
woo hoo !	Homer Simpson
woop , woop , woop ! woop , woop , woop !	Homer Simpson
we 're going back to work !	Homer Simpson
oh , honey , you can hardly see your new braces .	Marge Simpson
and that 's the tooth !	Lisa Simpson
oh no , i ca n't see ! i 'm blind ! blind !	Bart Simpson
haw haw . april fool 's .	Homer Simpson
haw , haw . april fool 's ! i 've been keepin ' that carton of milk next to the furnace for six weeks ! sucker !	Homer Simpson
you 're goin ' down , homer ! i 'm gon na fool you !	Bart Simpson
you talk better than you fool .	Homer Simpson
i 'll fool you up real nice !	Bart Simpson
you could n't fool your mother on the foolingest day of your life if you had an electrified fooling machine .	Homer Simpson
p.u .	Marge Simpson
ahhh , what noble visionary thought up april fool 's day ?	Homer Simpson
like halloween and christmas , april fool 's day traces its origins to pagan ritual .	Lisa Simpson
god bless those pagans .	Homer Simpson
april first used to be the pagan new year .	Lisa Simpson
the christians changed their calendar and ridiculed those who did n't .	Lisa Simpson
happy new year !	Homer Simpson
now who 's laughing ? now who 's laughing ?	Lisa Simpson
and that 's the story of april fool 's day .	Homer Simpson
dad ! i was telling the story .	Lisa Simpson
oh , right .	Homer Simpson
i 've got to fool him before the day is out -- but how ? he must have a weakness .	Bart Simpson
ah , beer . my one weakness . my achilles heel , if you will .	Homer Simpson
beer ! beer is the cheese . but how to use it ...	Bart Simpson
whew ! it 's a good thing that beer was n't shaken up any more , or i 'd have looked quite the fool . an april fool , as it were .	Homer Simpson
uh , did you know there 's a guy outside handing out free stridex pads ?	Bart Simpson
moron .	Bart Simpson
so thirsty ... eh . what 're you gon na do ?	Homer Simpson
mmmm ... beer .	Homer Simpson
april f ...	Bart Simpson
row , row , row your boat , gently down the stream ...	Homer Simpson
homie !	Marge Simpson
marge !	Homer Simpson
arrrgh !	Homer Simpson
just testing .	Bart Simpson
arrrgh !	Lisa Simpson
bart , how could you shock your little sister ?	Marge Simpson
my finger slipped .	Bart Simpson
arrrgh !	Bart Simpson
so did mine .	Lisa Simpson
bart ! lisa ! stop that .	Marge Simpson
arrrgh !	Lisa Simpson
arrrgh !	Homer Simpson
arrrgh !	Lisa Simpson
arrrgh !	Marge Simpson
arrrgh !	Bart Simpson
i have no idea . unless it was that time he kept falling down the cliff .	Marge Simpson
i wo n't jump anymore , i promise .	Bart Simpson
ohhh , thank god . thank god . thank god .	Homer Simpson
i love you , dad .	Bart Simpson
i love you too , son . you know , boy , i do n't think i 've ever felt as close to you as i do right --	Homer Simpson
i 'm going to make it ! i 'm going to make it ! this is the greatest thrill of my life ! i 'm king of the world ! woo hoo ! woo hoo ! ! i --	Homer Simpson
you look familiar . have we met before ?	Marge Simpson
here ya go , doc .	Bart Simpson
bart !	Marge Simpson
shop around . you ca n't beat that price .	Bart Simpson
you guys must have been pretty worried about me .	Homer Simpson
hey , we know you 're tough , dad . remember that time you got lost in the forest ?	Lisa Simpson
this is a trap . it 's going to catch us our dinner . come on , boy .	Homer Simpson
